study_name,evaluator_id,evaluator_class,evaluator_description,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Rao2024,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2024.0,other,27.0,26.0,0.643,0.105,0.745,0.089,0.678,0.063,0.633,0.047,0.745,0.066,0.689,0.11,,,,0.7,0.5,0.8,0.6,,,0.7,0.5,0.7,0.7,0.9,0.8,0.7,0.7,0.7,0.7,0.8,0.9,,0.7,0.6,0.7,0.6,0.7,0.6,0.7,,0.8,0.6,0.7,0.7,,,,,,,0.6,0.7,0.6,,,0.7,0.6,0.6,0.7,0.8,0.8,0.6,0.8,0.8,0.7,0.8,0.7,,0.7,0.8,0.8,0.5,0.7,0.7,0.8,,0.8,0.5,0.7,0.7,,
Rao&Ballard1999,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,1999.0,other,23.0,23.0,0.625,0.083,0.744,0.171,0.667,0.075,0.688,0.105,0.756,0.117,0.65,0.076,0.6,0.5,0.6,,0.6,0.8,0.7,,,0.6,0.6,,0.9,,0.7,,0.9,0.9,0.4,0.6,0.9,,0.8,0.6,0.6,0.8,0.6,,0.7,,,0.6,,0.7,,,0.6,0.6,0.6,,0.8,0.9,0.7,,,0.7,0.6,,0.8,,0.6,,0.8,0.9,0.9,0.6,0.8,,0.8,0.6,0.6,0.7,0.7,,0.7,,,0.5,,0.7,,
Sacramento2018,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2018.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spratling2008,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2008.0,other,22.0,22.0,0.656,0.083,0.725,0.083,0.62,0.04,0.544,0.267,0.725,0.12,0.6,0.063,0.7,0.5,0.7,,0.7,0.8,0.6,,0.7,0.6,0.6,,0.7,,0.7,,0.8,,0.7,0.7,0.7,,0.9,0.6,0.6,0.6,0.7,,0.6,,,,,0.6,,,-0.2,0.6,0.7,,0.6,0.7,0.6,,0.6,0.7,0.6,,0.7,,0.6,,0.8,,0.5,0.7,0.8,,0.9,0.8,0.6,0.6,0.7,,0.5,,,,,0.6,,
Spratling2010,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2010.0,other,23.0,24.0,0.588,0.611,0.8,0.52,0.067,0.754,0.167,0.724,0.7,0.528,0.033,0.732,0.9,1.0,0.6,,-1.0,0.8,0.9,,,0.7,0.8,,0.9,1.0,1.0,1.0,1.0,0.9,0.7,1.0,1.0,1.0,1.0,-0.9,,,,,,,-1.0,0.6,,0.6,,,-0.5,0.6,0.5,-1.0,-1.0,0.7,0.7,,,0.7,0.8,,0.8,1.0,1.0,0.9,0.8,1.0,0.7,0.6,0.8,1.0,0.8,-1.0,,,,,,,-1.0,0.5,,0.6,,
Srinivasan1982,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,1982.0,other,13.0,13.0,0.886,0.136,0.96,0.049,0.8,0.0,0.886,0.112,0.98,0.04,0.8,0.0,1.0,,1.0,,0.6,1.0,0.8,,,0.9,0.9,,0.9,,,,1.0,,,1.0,1.0,,0.9,,,,,,,,,0.8,,,,,1.0,,1.0,,0.7,1.0,0.9,,,0.8,0.8,,1.0,,,,1.0,,,0.9,1.0,,1.0,,,,,,,,,0.8,,,,
VanDerveer2021,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2021.0,empirical,19.0,19.0,0.686,0.21,0.686,0.146,0.6,0.0,0.743,0.213,0.629,0.158,0.62,0.04,0.9,,0.8,,0.3,0.8,,0.9,,0.5,0.6,,0.7,,,0.7,,0.6,0.7,0.5,,,0.6,1.0,0.6,,0.6,,0.6,,,0.6,,0.6,,,0.9,,0.9,,0.3,0.9,,0.9,,0.6,0.7,,0.6,,,0.5,,0.5,0.6,0.6,,,0.6,1.0,0.7,,0.6,,0.6,,,0.6,,0.6,,
Wacongne2012,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2012.0,empirical,27.0,23.0,0.389,0.748,0.882,0.127,0.857,0.14,0.429,0.904,0.95,0.12,0.683,0.426,0.8,,0.7,-1.0,-1.0,0.8,,0.7,,0.8,0.7,1.0,1.0,0.8,1.0,0.6,0.9,1.0,0.9,0.9,0.9,,1.0,0.7,1.0,0.8,0.8,,0.6,,1.0,1.0,0.8,,,,,,1.0,-1.0,-1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.9,1.0,1.0,,1.0,0.6,1.0,-0.2,0.7,,0.6,,1.0,1.0,,,,
Wacongne2011,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2011.0,empirical,19.0,19.0,0.48,0.605,0.762,0.132,0.867,0.149,0.44,0.637,0.8,0.194,0.783,0.167,,,,0.6,-0.7,0.8,,,,0.7,,1.0,0.6,,,,0.8,0.6,,0.9,0.8,0.7,0.7,1.0,,0.8,0.8,0.6,1.0,,,,1.0,1.0,,,,,,0.6,-0.8,0.6,,,,0.8,,1.0,0.6,,,,0.9,0.5,,1.0,1.0,0.6,1.0,0.8,,0.7,0.6,0.6,1.0,,,,1.0,0.8,,
Westerberg&Xiong2025,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2025.0,empirical,23.0,24.0,0.012,0.655,0.475,0.561,0.186,0.753,-0.556,0.638,-0.7,0.173,-0.286,0.533,0.7,0.6,0.7,,0.2,0.1,-0.2,,-1.0,,-1.0,,,0.7,-0.2,0.7,,0.9,-0.7,0.8,,0.6,,1.0,0.6,-1.0,,0.6,0.7,,,0.6,-1.0,0.8,,,-0.8,-0.8,-0.6,0.8,-1.0,0.4,-1.0,,-1.0,,-1.0,,-0.8,-0.5,-0.6,-0.6,-0.9,,-0.5,,-0.7,,-1.0,,-0.1,-1.0,0.3,-0.6,,,,0.3,-1.0,0.1,,
Yamins2014,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2014.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attinger2017,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2017.0,empirical,23.0,22.0,0.4,0.176,0.575,0.043,0.25,0.087,0.44,0.206,0.562,0.048,0.25,0.15,0.6,0.6,0.6,0.3,0.1,0.5,0.2,,0.5,0.3,0.5,0.2,0.5,0.6,0.6,,0.6,0.6,0.5,,0.6,,0.6,,0.4,,0.2,,,0.2,,,,,0.2,,0.7,0.5,0.6,,0.1,0.6,0.3,,0.6,0.2,0.6,0.2,0.5,0.6,0.6,,0.5,0.6,0.6,,0.5,,0.6,,0.5,,0.1,,,0.2,,,,,0.2,
Bakhtiari2021,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2021.0,empirical,6.0,6.0,0.25,0.05,0.6,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,,,,,,0.3,,,,0.2,,,,0.6,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,0.2,,,,0.2,,,,0.4,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,
Bastos2012,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2012.0,other,27.0,26.0,0.51,0.207,0.591,0.193,0.417,0.261,0.489,0.197,0.609,0.211,0.367,0.236,0.6,0.6,0.6,0.8,0.5,0.8,0.2,0.3,,0.2,0.5,,0.5,0.6,0.5,0.2,0.6,0.8,0.7,0.8,0.3,,0.7,0.8,0.9,0.2,0.2,,,0.6,,,,0.4,0.2,,0.6,0.6,0.6,,0.5,0.8,0.2,0.3,,0.2,0.6,,0.6,0.6,0.6,0.1,0.7,0.8,0.9,0.7,0.4,,0.5,0.8,0.8,0.2,0.1,,,0.5,,,,0.4,0.2,
Bastos2020,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2020.0,empirical,25.0,25.0,0.42,0.26,0.4,0.249,0.275,0.083,0.41,0.262,0.364,0.231,0.275,0.083,0.2,0.2,0.2,0.6,0.7,0.8,0.1,0.8,,0.3,0.3,,0.6,0.2,0.2,0.6,0.3,0.9,0.1,0.7,0.4,,0.2,0.2,0.3,,0.4,,,0.2,,,,0.2,,,0.2,0.2,0.2,0.6,0.8,0.8,0.2,0.7,,0.2,0.2,,0.6,0.2,0.2,0.7,0.2,0.7,0.1,0.6,0.4,,0.1,0.2,0.4,,0.3,,,0.2,,,,0.2,,
Bekinschtein2009,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2009.0,empirical,11.0,19.0,0.425,0.238,0.343,0.199,0.0,0.0,0.486,0.259,0.543,0.105,0.38,0.194,,,,0.3,0.6,0.7,,,,0.1,,,0.6,,,,0.4,0.2,0.1,,0.4,,0.6,0.1,,,,,,,,,,,,,,,,0.6,0.8,0.6,,0.2,0.2,0.8,,0.2,0.6,,,,0.3,0.6,0.5,,0.6,,0.6,0.6,0.3,0.2,0.5,,,0.7,,,,0.2,,
Chao2018,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2019.0,empirical,26.0,26.0,0.56,0.206,0.636,0.123,0.38,0.16,0.34,0.338,-0.273,0.045,0.28,0.264,0.7,0.7,0.7,0.6,0.6,0.8,0.2,0.2,,0.4,0.7,,0.7,0.7,0.7,0.4,0.7,0.6,0.7,0.7,0.6,,0.8,0.4,0.2,0.2,0.6,,,0.5,,,,0.4,,,0.6,0.6,0.6,0.1,0.6,0.8,0.2,0.3,,-0.2,-0.2,,-0.3,-0.3,-0.2,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2,,-0.3,-0.2,-0.2,0.2,0.5,,,0.5,,,,0.4,,
Friston2010,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2010.0,other,9.0,13.0,0.25,0.087,0.14,0.049,0.0,0.0,0.35,0.218,0.36,0.206,0.6,0.071,,,,0.2,0.4,0.2,,,,0.2,,,0.2,,,,0.1,,,,0.1,,0.2,0.1,,,,,,,,,,,,,,,,0.1,0.3,0.3,,,,0.7,,,0.6,,,,0.2,,,,0.1,,0.6,0.3,0.5,0.6,0.7,,,0.6,,,,,,
Furutachi2024,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2024.0,empirical,16.0,16.0,0.39,0.207,0.54,0.224,0.3,0.0,0.4,0.283,-0.18,0.04,0.3,0.0,,0.6,0.3,0.4,0.2,0.4,0.3,,0.8,0.6,0.1,0.2,0.6,,,,0.3,0.9,,,0.3,,0.6,,0.3,,,,,,,,,,,,,0.5,0.2,0.8,0.2,0.3,0.4,,0.8,0.7,0.2,-0.1,-0.2,,,,-0.2,-0.2,,,-0.2,,-0.1,,0.3,,,,,,,,,,,
Garret2020,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2020.0,empirical,18.0,17.0,0.582,0.244,0.3,0.122,0.267,0.094,0.22,0.368,-0.225,0.043,0.167,0.287,0.1,0.7,0.5,0.8,0.4,0.7,0.3,,0.8,0.6,0.5,1.0,0.5,0.2,0.3,,,0.2,,,,,,,0.2,,0.4,,,,,,0.2,,,,,0.4,0.3,0.2,0.2,0.7,0.2,,0.9,-0.2,-0.3,-0.2,-0.2,-0.2,-0.3,,,-0.2,,,,,,,-0.2,,0.5,,,,,,0.2,,,
Greedy2022,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2022.0,empirical,17.0,17.0,0.438,0.218,0.514,0.173,0.4,0.2,0.45,0.194,0.486,0.188,0.35,0.15,0.1,0.6,0.7,,0.6,0.6,,,0.2,0.5,0.2,,,0.6,0.6,,0.3,0.6,0.6,,0.2,,0.7,,,,,,,0.6,,,,0.2,,,0.2,0.6,0.6,,0.6,0.6,,,0.2,0.6,0.2,,,0.6,0.6,,0.2,0.6,0.5,,0.2,,0.7,,,,,,,0.5,,,,0.2,,
Hertag2020,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2020.0,other,18.0,18.0,0.544,0.254,0.363,0.149,0.6,0.0,0.533,0.231,0.375,0.148,0.7,0.0,0.7,0.8,0.7,0.1,0.2,0.6,,,0.7,0.3,0.8,,0.4,0.3,0.4,,0.2,0.6,0.5,,0.4,,0.1,,0.6,,,,,,,,,,,,0.6,0.7,0.7,0.1,0.2,0.6,,,0.7,0.4,0.8,,0.4,0.4,0.4,,0.1,0.5,0.6,,0.4,,0.2,,0.7,,,,,,,,,,,
Jiang&Rao2024,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2024.0,other,10.0,10.0,0.26,0.049,0.32,0.204,0.0,0.0,0.26,0.08,0.32,0.16,0.0,0.0,,,,0.2,0.3,0.2,,,,0.3,,0.3,0.7,,,,0.2,,,0.1,0.3,,0.3,,,,,,,,,,,,,,,,,0.2,0.2,0.2,,,,0.4,,0.3,0.6,,,,0.3,,,0.1,0.3,,0.3,,,,,,,,,,,,,
Keller2012,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2012.0,empirical,11.0,11.0,0.275,0.192,0.367,0.125,0.2,0.0,0.5,0.173,0.433,0.17,0.3,0.0,,,,0.1,0.2,0.6,,,,0.2,,,0.4,,,,0.3,0.6,0.2,,0.3,,0.4,,,,0.2,,,,,,,,,,,,,0.6,0.6,0.6,,,,0.2,,,0.6,,,,0.3,0.6,0.2,,0.3,,0.6,,,,0.3,,,,,,,,,
Keller2018,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2018.0,empirical,24.0,24.0,0.51,0.192,0.489,0.152,0.2,0.11,0.5,0.205,0.489,0.129,0.18,0.117,0.6,0.5,0.5,0.6,0.7,0.6,0.2,,,0.1,0.6,0.7,0.4,0.6,0.6,,0.5,0.6,0.5,,0.6,,0.5,0.1,0.4,0.1,0.2,,,0.2,,,,0.1,,,0.6,0.5,0.6,0.2,0.7,0.7,0.2,,,0.2,0.6,0.7,0.4,0.6,0.6,,0.4,0.5,0.6,,0.5,,0.6,0.2,0.4,0.1,0.1,,,0.2,,,,0.1,,
Kiebel2008,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2008.0,other,12.0,12.0,0.36,0.12,0.55,0.35,0.68,0.098,0.54,0.174,0.5,0.3,0.78,0.075,,,,0.3,0.3,0.6,,,,0.3,,0.3,0.2,,,,,,,,,,,0.9,,0.6,0.6,,0.6,,,,0.8,0.8,,,,,,0.6,0.8,0.6,,,,0.4,,0.3,0.2,,,,,,,,,,,0.8,,0.9,0.7,,0.7,,,,0.8,0.8,,
LaoRodriguez2023,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2023.0,empirical,19.0,19.0,0.383,0.273,0.325,0.13,0.28,0.16,0.283,0.134,0.25,0.132,0.32,0.147,,,0.1,0.4,0.3,0.5,,,,0.1,,0.9,0.5,,,,0.4,0.3,0.3,,0.3,0.2,0.5,0.1,,,0.6,,,0.2,,0.2,0.2,,,0.2,,,0.1,0.2,0.3,0.5,,,,0.2,,0.4,0.4,,,,0.4,0.3,0.2,,0.1,0.1,0.4,0.1,,,0.6,,,0.3,,0.3,0.2,,,0.2
LeeMejias2025,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2025.0,other,20.0,20.0,0.322,0.193,0.257,0.176,0.45,0.218,0.333,0.163,0.329,0.128,0.475,0.217,0.1,0.6,0.3,,0.3,0.3,,0.2,0.7,0.3,0.1,,0.1,,,,0.1,0.6,0.4,,0.1,,0.2,0.3,0.8,,0.4,,,,,,0.2,0.4,,,0.2,0.6,0.4,,0.2,0.2,,0.2,0.6,0.4,0.2,,0.2,,,,0.3,0.6,0.4,,0.2,,0.3,0.3,0.8,,0.5,,,,,,0.2,0.4,,
Mikulasch2023,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2023.0,other,15.0,15.0,0.389,0.251,0.467,0.17,0.333,0.189,0.244,0.31,-0.233,0.047,0.067,0.189,0.1,0.6,0.8,,0.5,0.2,0.2,,0.1,0.3,0.7,,,,,,,0.7,0.3,,,,,0.4,0.6,,0.2,,,,,,,0.2,,,0.2,0.6,0.8,,0.4,0.2,0.2,,0.2,-0.2,-0.2,,,,,,,-0.2,-0.2,,,,,-0.3,-0.2,,0.2,,,,,,,0.2,,
Nejad2025,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2025.0,other,21.0,22.0,0.378,0.23,0.512,0.196,0.325,0.217,0.4,0.231,-0.138,0.048,0.28,0.271,0.2,0.2,0.2,0.6,0.7,0.7,0.1,,,0.5,0.2,,0.7,0.2,0.2,,0.5,0.7,0.7,,0.5,,0.6,,0.7,0.2,0.2,,,0.2,,,,,,,0.2,0.2,0.2,0.6,0.8,0.6,0.2,,,0.6,0.2,,-0.1,-0.2,-0.1,,-0.1,-0.2,-0.2,,-0.1,,-0.1,,0.8,0.1,0.1,,,0.3,,,0.1,,,
Payeur2021,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2021.0,other,16.0,16.0,0.5,0.2,0.433,0.205,0.2,0.0,0.467,0.189,0.367,0.236,0.2,0.0,0.2,0.7,0.5,,0.6,0.6,0.2,,0.3,0.7,0.7,,,0.7,0.6,,0.2,0.2,0.3,,,,0.6,,,,,,,0.2,,,,,,,0.2,0.6,0.6,,0.6,0.6,0.2,,0.2,0.6,0.6,,,0.6,0.6,,0.1,0.2,0.1,,,,0.6,,,,,,,0.2,,,,,,
Rao2024,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2024.0,other,17.0,17.0,0.533,0.249,0.417,0.273,0.68,0.098,0.533,0.249,0.517,0.211,0.68,0.098,,,0.2,0.6,0.8,0.6,,,,0.8,,0.2,0.7,,,,0.1,0.5,0.3,,0.1,,,0.8,0.6,0.6,0.8,,,,,,0.6,0.8,,,,,0.2,0.6,0.8,0.6,,,,0.8,,0.2,0.6,,,,0.2,0.7,0.5,,0.3,,,0.8,0.6,0.6,0.8,,,,,,0.6,0.8,,
Rao&Ballard1999,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,1999.0,other,13.0,13.0,0.42,0.194,0.629,0.212,0.6,0.0,0.4,0.179,0.629,0.158,0.6,0.0,,0.3,0.2,,0.7,0.3,,,,0.6,,,0.6,,,,0.8,0.7,0.2,,0.5,,0.9,0.7,,,,,,,,,,0.6,,,,0.2,0.2,,0.6,0.4,,,,0.6,,,0.6,,,,0.8,0.8,0.3,,0.6,,0.7,0.6,,,,,,,,,,0.6,,
Sacramento2018,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2018.0,other,18.0,17.0,0.556,0.189,0.6,0.087,0.2,0.0,0.525,0.198,-0.175,0.043,0.1,0.0,0.6,0.6,0.6,0.8,0.6,0.8,0.2,,,0.3,0.5,,0.5,0.5,0.6,,0.7,0.7,0.7,,0.6,,0.5,,0.2,,,,,,,,,,,,0.6,0.6,0.6,,0.6,0.8,0.2,,,0.2,0.6,,-0.2,-0.2,-0.2,,-0.1,-0.2,-0.2,,-0.1,,-0.2,,0.1,,,,,,,,,,,
Spratling2008,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2008.0,other,10.0,10.0,0.033,0.499,0.3,0.122,0.0,0.0,0.067,0.512,0.25,0.15,0.0,0.0,-0.6,0.7,-0.3,,,-0.4,0.2,,,0.6,,,0.2,,,,0.3,,,,0.5,,0.2,,,,,,,,,,,,,,-0.6,0.8,-0.2,,,-0.4,0.2,,,0.6,,,0.2,,,,0.2,,,,0.5,,0.1,,,,,,,,,,,,,
Spratling2010,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2010.0,other,15.0,14.0,0.433,0.254,0.55,0.112,0.0,0.0,0.45,0.212,0.517,0.107,0.0,0.0,0.7,0.9,0.6,0.2,0.2,0.6,0.3,,,0.2,0.2,,0.5,0.5,0.5,,0.7,,,,0.4,,0.7,,,,,,,,,,,,,,0.6,0.8,0.6,,0.3,0.6,0.3,,,0.2,0.2,,0.6,0.6,0.6,,0.5,,,,0.3,,0.5,,,,,,,,,,,,,
Srinivasan1982,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,1982.0,other,6.0,6.0,0.583,0.203,0.0,0.0,0.0,0.0,0.617,0.203,0.0,0.0,0.0,0.0,0.8,0.5,0.6,,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,0.7,,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VanDerveer2021,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2021.0,empirical,8.0,8.0,0.16,0.383,0.367,0.17,0.0,0.0,0.12,0.627,0.767,0.125,0.0,0.0,0.6,,0.1,,,-0.3,,0.6,,,-0.2,,0.2,,,,,0.6,,,,,,0.3,,,,,,,,,,,,,0.8,,0.2,,,-0.6,,0.8,,,-0.6,,0.6,,,,,0.9,,,,,,0.8,,,,,,,,,,,,
Wacongne2012,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2012.0,empirical,18.0,18.0,0.213,0.355,0.575,0.156,0.1,0.0,0.25,0.354,0.562,0.158,0.15,0.05,0.1,0.2,0.2,-0.3,-0.3,0.6,,,,0.5,,0.7,0.6,0.6,0.8,,0.6,0.6,0.6,,0.2,,0.6,,0.1,,,,,,,,0.1,,,,0.2,0.2,0.2,-0.3,-0.2,0.6,,,,0.5,,0.8,0.6,0.5,0.7,,0.5,0.6,0.7,,0.2,,0.7,,0.2,,,,,,,,0.1,,,
Wacongne2011,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2011.0,empirical,13.0,13.0,0.46,0.25,0.575,0.13,0.5,0.224,0.56,0.162,0.575,0.249,0.575,0.249,,,,0.2,0.2,0.4,,,,0.7,,0.8,0.5,,,,0.4,,,,,,0.7,0.7,,0.4,0.6,,,0.2,,,,0.8,,,,,,0.6,0.3,0.5,,,,0.6,,0.8,0.6,,,,0.2,,,,,,0.6,0.9,,0.5,0.8,,,0.2,,,,0.8,,
Westerberg&Xiong2025,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2025.0,empirical,13.0,13.0,0.433,0.544,0.4,0.384,0.0,0.6,-0.867,0.189,-0.487,0.645,-0.2,0.4,,,,1.0,0.6,-0.3,,,,,,,0.3,,,,,0.7,-0.3,0.1,0.7,0.8,0.1,0.8,-0.6,,0.6,,,,,,,,,,-1.0,-1.0,-0.6,,,,,,,,,,-0.8,,,,-0.9,-0.5,0.6,-1.0,-0.9,,-1.0,0.6,-0.6,,0.2,,,,,,,,,
Yamins2014,gemma_3_27b,autonomous_council_agent,Gemma 3 27B,2014.0,other,18.0,17.0,0.456,0.222,0.6,0.053,0.2,0.0,0.425,0.233,0.4,0.0,0.2,0.0,0.2,0.6,0.5,0.7,0.6,0.8,0.3,,,0.2,0.2,,,0.6,0.6,,0.6,0.7,0.6,,0.6,,0.5,,,,,,,0.2,,,,0.2,,,0.2,0.6,0.6,,0.6,0.8,0.2,,,0.2,0.2,,,0.4,0.4,,0.4,0.4,0.4,,0.4,,0.4,,,,,,,0.2,,,,0.2,,
Attinger2017,gpt_oss_claude_4_5_sonnet,autonomous_council_agent,GPT-OSS Claude 4.5 Sonnet Profile,2017.0,empirical,22.0,22.0,0.56,0.326,0.689,0.292,0.267,0.094,0.6,0.322,0.644,0.306,0.267,0.094,1.0,0.1,0.6,,0.2,0.9,0.6,,0.7,0.3,1.0,0.2,,0.6,0.5,,0.9,1.0,0.3,0.7,1.0,,1.0,0.2,,,,,,,0.2,,0.4,,,0.2,1.0,0.2,0.6,,0.2,1.0,0.6,,0.8,0.4,1.0,0.2,,0.6,0.6,,0.8,1.0,0.1,0.6,1.0,,0.9,0.2,,,,,,,0.2,,0.4,,,0.2
Bakhtiari2021,gpt_oss_claude_4_5_sonnet,autonomous_council_agent,GPT-OSS Claude 4.5 Sonnet Profile,2021.0,empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastos2012,gpt_oss_claude_4_5_sonnet,autonomous_council_agent,GPT-OSS Claude 4.5 Sonnet Profile,2012.0,other,10.0,10.0,0.0,0.0,0.45,0.112,0.0,0.0,0.0,0.0,0.46,0.12,0.0,0.0,,,,,,,,,,,,,,0.5,0.3,0.5,0.4,0.5,0.4,0.7,0.5,,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.5,0.3,0.7,0.5,0.6,0.3,,0.5,0.4,,,,,,,,,,,,
Bastos2020,gpt_oss_claude_4_5_sonnet,autonomous_council_agent,GPT-OSS Claude 4.5 Sonnet Profile,2020.0,empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bekinschtein2009,gpt_oss_claude_4_5_sonnet,autonomous_council_agent,GPT-OSS Claude 4.5 Sonnet Profile,2009.0,empirical,28.0,0.0,0.5,0.148,0.7,0.171,-0.467,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.5,0.5,0.6,0.7,0.5,0.5,,0.4,0.3,0.2,,0.8,0.9,0.9,0.8,0.6,0.7,0.8,0.7,0.5,0.7,0.3,,,,,,-0.4,-0.6,-0.6,-0.4,-0.2,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chao2018,gpt_oss_claude_4_5_sonnet,autonomous_council_agent,GPT-OSS Claude 4.5 Sonnet Profile,2019.0,empirical,19.0,19.0,0.567,0.356,0.867,0.137,-0.25,0.779,0.444,0.495,-0.233,0.047,-0.275,0.766,1.0,,,0.6,0.2,1.0,0.7,1.0,0.1,0.2,0.3,,,,,1.0,0.9,,,0.9,1.0,0.6,0.8,,,,,,,0.2,-1.0,-1.0,,0.8,,,1.0,,,0.6,0.2,1.0,0.6,1.0,0.2,-0.3,-0.3,,,,,-0.3,-0.2,,,-0.2,-0.2,-0.3,-0.2,,,,,,,0.1,-1.0,-1.0,,0.8,,
